Sun Sep 11 14:21:13 2022    cProfilerFiles/output.prof

         2761684 function calls (2633345 primitive calls) in 22.091 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer.py:2573(_set_mask_metadata)
       29    0.000    0.000    0.001    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\initializers\__init__.py:135(deserialize)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\data_adapter.py:377(get_size)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
        4    0.000    0.000    0.014    0.004 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\layers\convolutional\base_conv.py:241(call)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\data_adapter.py:1268(step_increment)
      295    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:922(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\mixed_precision\autocast_variable.py:538(__init__)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer_utils.py:545(__enter__)
       23    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:112(__init__)
       14    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\mixed_precision\policy.py:195(_parse_name)
        1    0.000    0.000    0.002    0.002 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:729(_next_internal)
       11    0.000    0.000    0.001    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\lazy_loader.py:38(_load)
        4    0.000    0.000    0.002    0.001 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:5985(mat_mul)
       22    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:247(__init__)
       27    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:5561(control_dependencies)
      323    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\_collections_abc.py:302(__subclasshook__)
       69    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\h5py\_hl\base.py:338(__init__)
       12    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\tf_utils.py:541(get_tensor_spec)
      196    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\callbacks.py:765(on_predict_batch_begin)
       11    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\contextlib.py:481(__exit__)
       14    0.000    0.000    0.003    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\version_utils.py:59(__new__)
       16    0.000    0.000    0.013    0.001 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1429(_dense_var_to_tensor)
       57    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\keras_tensor.py:138(shape)
       20    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer.py:2477(_should_cast_single_input)
       38    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\h5py\_hl\attrs.py:47(__init__)
       13    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:341(_add_new_node)
      214    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\enum.py:628(value)
        2    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:1202(_compute_gpu_options)
       25    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\backend.py:1538(dtype_numpy)
       20    0.000    0.000    1.346    0.067 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\variables.py:240(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetConfig}
       44    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:2312(eager_mode)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
      108    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:3202(<lambda>)
       17    0.000    0.000    0.010    0.001 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\variables.py:202(<lambda>)
       63    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:68(<dictcomp>)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer.py:2611(_get_input_masks)
       14    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer.py:3036(_call_fn_arg_defaults)
       34    0.000    0.000    0.003    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:125(_prepare_replacement)
       98    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
    21/11    0.000    0.000    0.040    0.004 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\traceback_utils.py:88(error_handler)
       10    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\conv_utils.py:52(normalize_tuple)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\deprecation.py:500(_same_value)
       34    0.000    0.000    0.003    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:59(copy_clean)
       10    0.000    0.000    0.001    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\layer_utils.py:247(print_layer_summary)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
       20    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        4    0.000    0.000    0.002    0.001 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\metrics\base_metric.py:324(add_weight)
       43    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(prod)
    37/32    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:214(_convert_to_ast)
        8    0.000    0.000    0.001    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\math_ops.py:1398(binary_op_wrapper)
    63/18    0.000    0.000    0.002    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:37(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\optimizers\optimizer_v2\optimizer_v2.py:1378(_restore_slot_variable)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\data_adapter.py:389(should_recreate_iterator)
       55    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\functional.py:841(<setcomp>)
       17    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\object_identity.py:74(__init__)
       12    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\layer_utils.py:98(count_params)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer.py:3380(_in_functional_construction_mode)
       16    0.000    0.000    0.001    0.000 C:\Python_3.7.6\lib\importlib\__init__.py:109(import_module)
       22    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\backend.py:775(get_graph)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
      297    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\node.py:129(keras_inputs)
       78    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:322(_exit_scope)
        1    0.000    0.000    0.019    0.019 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\impl\api.py:235(transform_ast)
       11    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\textwrap.py:414(dedent)
     11/5    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
        2    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_stack.py:71(__init__)
       17    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:788(add_capture)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:5349(_transformation_name)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
     10/6    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap>:663(_load_unlocked)
      5/2    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\sre_parse.py:411(_parse_sub)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:142(rng)
       34    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:4564(_colocate_with_for_gradient)
        1    0.000    0.000    0.005    0.005 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\training.py:523(compile)
        4    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\inspect.py:680(getsourcefile)
       17    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py:134(<genexpr>)
       22    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\backend.py:1447(int_shape)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\training.py:2038(<lambda>)
       18    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:4866(__exit__)
       32    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:127(enter)
       67    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\_weakrefset.py:20(__enter__)
        6    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\layers\convolutional\base_conv.py:292(compute_output_shape)
    24/21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\training\tracking\data_structures.py:817(__getattribute__)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\numpy\core\fromnumeric.py:3123(_ndim_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:107(__init__)
       11    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\sequential.py:461(_is_layer_name_unique)
        1    0.000    0.000    0.002    0.002 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:2995(iterator_get_next)
       24    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\gast\ast3.py:288(visit_Name)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       40    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\inspect.py:891(tokeneater)
       66    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\functional.py:893(_make_node_key)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\callbacks.py:644(set_params)
       99    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\def_function.py:535(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\math_ops.py:3925(add)
     12/1    0.000    0.000    1.408    1.408 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\layers\serialization.py:166(deserialize)
        2    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:886(constant_value_as_shape)
       39    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\layer_utils.py:220(<listcomp>)
       20    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\node.py:266(output_shapes)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\callbacks.py:782(on_predict_batch_end)
        2    0.000    0.000    0.001    0.001 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\layers\core\dense.py:100(__init__)
       11    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\collections\__init__.py:550(__init__)
       11    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    1.402    1.402 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\sequential.py:425(from_config)
       14    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:6841(get_current_name_scope)
        2    0.000    0.000    0.004    0.002 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\layers\convolutional\base_conv.py:177(build)
      128    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\layers\serialization.py:98(<lambda>)
      205    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\callbacks.py:844(on_predict_begin)
       46    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:6947(_restore_name_scope)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\core\function\trace_type\signature_builder.py:114(<dictcomp>)
       99    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:469(name)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:6297(get_name_scope)
        1    0.000    0.000    0.004    0.004 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\input_layer.py:96(__init__)
       25    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(product)
       25    0.000    0.000    0.002    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:333(_process_statement)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\traceback_utils.py:74(inject_argument_info_in_traceback)
       18    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:426(control_dependencies)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer_utils.py:478(enter)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer_utils.py:578(is_subclassed)
        1    0.000    0.000    0.001    0.001 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\layer_utils.py:117(print_summary)
        2    0.000    0.000    0.004    0.002 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\layers\core\dense.py:132(build)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
       14    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\mixed_precision\policy.py:184(__init__)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\data_adapter.py:1057(broadcast_sample_weight_modes)
       27    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\_weakrefset.py:36(__init__)
       61    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:412(visit_Name)
       11    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\keras_tensor.py:112(__init__)
       18    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:4945(control_dependencies)
       45    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\generic_utils.py:426(get_registered_object)
        4    0.000    0.000    1.335    0.334 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:1419(_initialize_physical_devices)
       18    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:4821(__init__)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\generic_utils.py:82(__enter__)
       43    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
      7/2    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\sre_parse.py:174(getwidth)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\transpiler.py:186(instantiate)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:3741(_in_multi_worker_mode)
       14    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer.py:2113(_get_cell_name)
       33    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\tape.py:177(record_operation)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:5317(_transformation_name)
        6    0.000    0.000    0.003    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\backend.py:4947(relu)
       32    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:530(device)
       24    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\tf_inspect.py:365(isfunction)
       42    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\utils\generic_utils.py:136(_shared_object_loading_scope)
       18    0.000    0.000    0.002    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\gast\ast3.py:19(visit_Module)
       18    0.000    0.000    0.003    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\parser.py:322(parse)
       55    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\sre_parse.py:233(__next)
       34    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:29(__init__)
      210    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        2    0.000    0.000    0.001    0.000 C:\Python_3.7.6\lib\sre_compile.py:759(compile)
        4    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\activations.py:519(deserialize)
        2    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:565(MakeNdarray)
        5    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\inspect.py:642(getfile)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:3651(_experimental_distribute_dataset)
       59    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer.py:1070(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\sre_parse.py:913(parse)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:548(_initialize_logical_devices)
     11/7    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:722(exec_module)
        2    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:595(build)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:5265(_transformation_name)
       11    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\functional.py:363(_set_output_names)
       21    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer_utils.py:561(__exit__)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\data_adapter.py:200(on_epoch_end)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:1142(__init__)
        1    0.000    0.000    0.026    0.026 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\transpiler.py:324(transform_function)
       16    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\ops\variables.py:1123(_shared_name)
       26    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:97(__sub__)
       10    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\base_layer.py:1970(output_shape)
        1    0.000    0.000    1.341    1.341 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\training.py:186(__init__)
       67    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:145(__iter__)
        2    0.000    0.000    0.004    0.002 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\layers\convolutional\conv2d.py:151(__init__)
        1    0.000    0.000    0.002    0.002 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\loader.py:44(load_source)
        1    0.000    0.000    0.001    0.001 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\training\tracking\util.py:2077(__init__)
       11    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\contextlib.py:417(enter_context)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\callbacks.py:1083(_implements_test_batch_hooks)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\callbacks.py:855(on_predict_end)
        3    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\astunparse\unparser.py:779(_arguments)
       15    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\weakref.py:210(items)
       29    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\initializers\initializers_v2.py:1059(_validate_kwargs)
       98    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\callbacks.py:1086(_implements_predict_batch_hooks)
        4    0.000    0.000    0.003    0.001 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\initializers\initializers_v2.py:560(_generate_init_val)
       17    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\object_identity.py:229(_wrap_key)
       10    0.000    0.000    0.005    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\engine\keras_tensor.py:189(_to_placeholder)
       32    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\optimizers\optimizer_v2\optimizer_v2.py:1481(_var_key)
       14    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\keras\saving\hdf5_format.py:968(_legacy_weights)
       27    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\ast.py:193(iter_child_nodes)
        6    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\autograph\pyct\naming.py:27(new_symbol)
       39    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
