Sun Sep 11 14:21:13 2022    cProfilerFiles/output.prof

         2761684 function calls (2633345 primitive calls) in 22.091 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.026    0.026 C:\Users\Sicaja\AppData\Local\Temp\__autograph_generated_filej45vyzir.py:8(tf__predict_function)
        1    0.000    0.000    0.000    0.000 C:\Users\Sicaja\AppData\Local\Temp\__autograph_generated_filej45vyzir.py:2(outer_factory)
        1    0.000    0.000    0.000    0.000 C:\Users\Sicaja\AppData\Local\Temp\__autograph_generated_filej45vyzir.py:2(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:105(_write_atomic)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:381(_calc_mode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:536(_code_to_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:711(is_package)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:785(source_to_code)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:956(_cache_bytecode)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:961(set_data)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\encodings\__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.001    0.001 C:\Python_3.7.6\lib\encodings\__init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1482(_get_supported_file_loaders)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\os.py:1077(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\ntpath.py:75(join)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\ntpath.py:178(split)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\ntpath.py:212(basename)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\ntpath.py:450(normpath)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\ntpath.py:523(abspath)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\collections\__init__.py:42(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\copyreg.py:87(__newobj__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\sre_parse.py:343(_escape)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\sre_parse.py:837(_parse_flags)
        1    0.000    0.000    0.939    0.939 C:/Python_projects/2_Building_optimal_CNN_model/1.0_python_scripts/2.0_great_python_scripts/3.1.5_GC_PRO_ANALYSE_preprocess_+_extract_+_invertColors_+normalize_+_recognise_object_+_reformated_+_inline_+_videoInput_+_imShowBugFix_+_Cprofiler_+_snakeviz_+_optimized_.py:61(initialiseTrackbars)
        1    5.045    5.045   21.824   21.824 C:/Python_projects/2_Building_optimal_CNN_model/1.0_python_scripts/2.0_great_python_scripts/3.1.5_GC_PRO_ANALYSE_preprocess_+_extract_+_invertColors_+normalize_+_recognise_object_+_reformated_+_inline_+_videoInput_+_imShowBugFix_+_Cprofiler_+_snakeviz_+_optimized_.py:351(characterRecognition)
        1    0.000    0.000    0.001    0.001 C:\Python_3.7.6\lib\linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tokenize.py:219(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tokenize.py:238(untokenize)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tokenize.py:275(compat)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tokenize.py:312(untokenize)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:422(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:451(close)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:465(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:479(func_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:471(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:492(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:498(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:503(close)
        1    0.000    0.000    0.001    0.001 C:\Python_3.7.6\lib\tempfile.py:520(NamedTemporaryFile)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\random.py:97(seed)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:93(_infer_return_type)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:114(_sanitize_params)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:233(_get_candidate_names)
        1    0.000    0.000    0.001    0.001 C:\Python_3.7.6\lib\tempfile.py:247(_mkstemp_inner)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:287(gettempdir)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\tempfile.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\weakref.py:109(remove)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\inspect.py:501(_is_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\inspect.py:946(getsourcelines)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\logging\__init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\logging\__init__.py:221(_releaseLock)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\logging\__init__.py:1356(debug)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\logging\__init__.py:1600(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 C:\Python_3.7.6\lib\copy.py:268(_reconstruct)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:182(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:202(executor_type)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:210(config_proto_serialized)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:548(_initialize_logical_devices)
        1    0.002    0.002    0.002    0.002 {built-in method tensorflow.python._pywrap_tfe.TFE_NewContext}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextListDevices}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_DeleteContextOptions}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListType}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetTfrt}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListName}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_SetCEagerContext}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetDevicePlacementPolicy}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetJitCompileRewrite}
        1    1.335    1.335    1.335    1.335 {built-in method tensorflow.python._pywrap_tfe.TF_ListPhysicalDevices}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_NewContextOptions}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetConfig}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeleteDeviceList}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListCount}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetRunEagerOpAsFunction}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter1}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge0}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationDevice}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddControlInput}
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:1434(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:1437(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:1444(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:1449(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\eager\context.py:1514(_import_config)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_decorator.py:121(rewrap)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_decorator.py:259(decorated_target)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_inspect.py:359(getsourcefile)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_inspect.py:364(getsourcelines)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\device.py:45(canonical_name)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:239(replace)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:306(_get_valid_device_types)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:335(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\tools\docs\doc_controls.py:46(do_not_generate_docs)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:2171(colocation_groups)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:2220(device)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:3918(as_graph_element)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:3954(_as_graph_element_locked)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:4215(add_to_collection)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:4895(_current_control_dependencies)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\ops.py:6572(add_to_collection)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\indexed_slices.py:292(internal_convert_to_tensor_or_indexed_slices)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\type_spec.py:188(_placeholder_value)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\traceable_stack.py:31(set_filename_and_line_from_caller)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\traceable_stack.py:65(copy_metadata)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\traceable_stack.py:82(push_obj)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\framework\traceable_stack.py:101(pop_obj)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_stack.py:74(update)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_stack.py:35(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_stack.py:36(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python_projects\2_Building_optimal_CNN_model\venv\lib\site-packages\tensorflow\python\util\tf_stack.py:87(get_effective_source_map)
